FMT, 128, 89, FMT, BBnNZ, Type,Length,Name,Format,Columns
FMT, 129, 31, PARM, QNf, TimeUS,Name,Value
FMT, 130, 50, GPS, QBIHBcLLeeEefB, TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,RAlt,Alt,Spd,GCrs,VZ,U
FMT, 132, 49, IMU, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 133, 75, MSG, QZ, TimeUS,Message
FMT, 134, 39, RCIN, Qhhhhhhhhhhhhhh, TimeUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
FMT, 135, 35, RCOU, Qhhhhhhhhhhhh, TimeUS,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12
FMT, 137, 25, BARO, Qffcf, TimeUS,Alt,Press,Temp,CRt
FMT, 138, 17, POWR, QCCH, TimeUS,Vcc,VServo,Flags
FMT, 145, 45, CMD, QHHHfffffff, TimeUS,CTot,CNum,CId,Prm1,Prm2,Prm3,Prm4,Lat,Lng,Alt
FMT, 146, 20, RAD, QBBBBBHH, TimeUS,RSSI,RemRSSI,TxBuf,Noise,RemNoise,RxErrors,Fixed
FMT, 148, 39, CAM, QIHLLeeccC, TimeUS,GPSTime,GPSWeek,Lat,Lng,Alt,RelAlt,Roll,Pitch,Yaw
FMT, 164, 29, ARSP, Qffcff, TimeUS,Airspeed,DiffPress,Temp,RawPress,Offset
FMT, 166, 25, CURR, QhhhHfh, TimeUS,Throttle,Volt,Curr,Vcc,CurrTot,Volt2
FMT, 165, 27, ATT, QccccCCCC, TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw
FMT, 167, 30, MAG, QhhhhhhhhhB, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health
FMT, 170, 13, MODE, QMB, TimeUS,Mode,ModeNum
FMT, 131, 50, GPS2, QBIHBcLLeeEefB, TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,RAlt,Alt,Spd,GCrs,VZ,U
FMT, 136, 49, IMU2, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 149, 49, IMU3, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 139, 29, AHR2, QccCfLL, TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng
FMT, 180, 27, POS, QLLff, TimeUS,Lat,Lng,Alt,RelAlt
FMT, 140, 29, SIM, QccCfLL, TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng
FMT, 141, 47, EKF1, QccCffffffccc, TimeUS,Roll,Pitch,Yaw,VN,VE,VD,PN,PE,PD,GX,GY,GZ
FMT, 142, 30, EKF2, Qbbbcchhhhhh, TimeUS,Ratio,AZ1bias,AZ2bias,VWN,VWE,MN,ME,MD,MX,MY,MZ
FMT, 143, 31, EKF3, Qcccccchhhc, TimeUS,IVN,IVE,IVD,IPN,IPE,IPD,IMX,IMY,IMZ,IVT
FMT, 144, 31, EKF4, QcccccccbbBBH, TimeUS,SV,SP,SH,SMX,SMY,SMZ,SVT,OFN,EFE,FS,TS,SS
FMT, 150, 34, TERR, QBLLHffHH, TimeUS,Status,Lat,Lng,Spacing,TerrH,CHeight,Pending,Loaded
FMT, 151, 18, UBX1, QBHBBH, TimeUS,Instance,noisePerMS,jamInd,aPower,agcCnt
FMT, 152, 16, UBX2, QBbBbB, TimeUS,Instance,ofsI,magI,ofsQ,magQ
FMT, 153, 24, UBX3, QBfff, TimeUS,Instance,hAcc,vAcc,sAcc
FMT, 171, 42, GRAW, QIHBBddfBbB, TimeUS,WkMS,Week,numSV,sv,cpMes,prMes,doMes,mesQI,cno,lli
FMT, 172, 24, GRXH, QdHbBB, TimeUS,rcvTime,week,leapS,numMeas,recStat
FMT, 173, 41, GRXS, QddfBBBHBBBBB, TimeUS,prMes,cpMes,doMes,gnss,sv,freq,lock,cno,prD,cpD,doD,trk
FMT, 154, 19, ESC1, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 155, 19, ESC2, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 156, 19, ESC3, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 157, 19, ESC4, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 158, 19, ESC5, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 159, 19, ESC6, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 160, 19, ESC7, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 161, 19, ESC8, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 162, 28, EKF5, QBhhhcccCC, TimeUS,normInnov,FIX,FIY,AFI,HAGL,offset,RI,meaRng,errHAGL
FMT, 168, 30, MAG2, QhhhhhhhhhB, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health
FMT, 169, 30, MAG3, QhhhhhhhhhB, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health
FMT, 174, 31, ACC1, QQfff, TimeUS,SampleUS,AccX,AccY,AccZ
FMT, 175, 31, ACC2, QQfff, TimeUS,SampleUS,AccX,AccY,AccZ
FMT, 176, 31, ACC3, QQfff, TimeUS,SampleUS,AccX,AccY,AccZ
FMT, 177, 31, GYR1, QQfff, TimeUS,SampleUS,GyrX,GyrY,GyrZ
FMT, 178, 31, GYR2, QQfff, TimeUS,SampleUS,GyrX,GyrY,GyrZ
FMT, 179, 31, GYR3, QQfff, TimeUS,SampleUS,GyrX,GyrY,GyrZ
FMT, 181, 35, PIDR, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 182, 35, PIDP, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 183, 35, PIDY, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 184, 35, PIDA, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 185, 35, PIDS, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 163, 25, BAR2, Qffcf, TimeUS,Alt,Press,Temp,CRt
FMT, 186, 35, VIBE, QfffIII, TimeUS,VibeX,VibeY,VibeZ,Clip0,Clip1,Clip2
FMT, 187, 43, IMT, Qffffffff, TimeUS,DelT,DelvT,DelAX,DelAY,DelAZ,DelVX,DelVY,DelVZ
FMT, 188, 43, IMT2, Qffffffff, TimeUS,DelT,DelvT,DelAX,DelAY,DelAZ,DelVX,DelVY,DelVZ
FMT, 189, 43, IMT3, Qffffffff, TimeUS,DelT,DelvT,DelAX,DelAY,DelAZ,DelVX,DelVY,DelVZ
FMT, 190, 24, ORGN, QBLLe, TimeUS,Type,Lat,Lng,Alt
FMT, 191, 19, RPM, Qff, TimeUS,rpm1,rpm2
FMT, 2, 30, PM, QIHIhhhBH, TimeUS,LTime,MLC,gDt,GDx,GDy,GDz,I2CErr,INSErr
FMT, 3, 14, STRT, QBH, TimeUS,SType,CTot
FMT, 0, 27, CTUN, Qcccchhf, TimeUS,NavRoll,Roll,NavPitch,Pitch,ThrOut,RdrOut,AccY
FMT, 1, 33, NTUN, QCfccccfI, TimeUS,Yaw,WpDist,TargBrg,NavBrg,AltErr,Arspd,Alt,GSpdCM
FMT, 8, 31, SONR, QHfffBBf, TimeUS,DistCM,Volt,BaroAlt,GSpd,Thr,Cnt,Corr
FMT, 9, 14, ARM, QBH, TimeUS,ArmState,ArmChecks
FMT, 147, 27, ATRP, QBBcfff, TimeUS,Type,State,Servo,Demanded,Achieved,P
FMT, 10, 18, STAT, QBfBB, TimeUS,isFlying,isFlyProb,Armed,Safety
FMT, 11, 28, OF, QBffff, TimeUS,Qual,flowX,flowY,bodyX,bodyY
FMT, 6, 59, TECS, Qffffffffffff, TimeUS,h,dh,h_dem,dh_dem,sp_dem,sp,dsp,ith,iph,th,ph,dsp_dem
MSG, 3453000, ArduPlane V3.4.0 (368af2ce)
EKF4, 39335000, 0.01, 0.01, 0.02, 0.00, 0.00, 0.00, 0.01, 0, 0, 0, 0, 9023
AHR2, 39335000, -0.93, 15.14, 90.16, 37.39, 53.9466289, -1.0661714
SIM, 39335000, -0.85, 15.06, 89.31, 37.43, 53.9466285, -1.06613
POS, 39335000, 53.9466271, -1.0661347, 37.5, 7.121939
IMU, 39335000, 0.01880032, 0.04839075, 0.001870568, 3.852109, 0.1268532, -10.70837, 0, 0, 0, 1, 1
IMU2, 39335000, 0.01918112, 0.0479831, 0.001835119, 3.854797, 0.1170814, -10.71589, 0, 0, 0, 1, 1
IMT, 39335000, 0.02, 0.02, 0.0003760064, 0.0009678151, 3.741137E-05, 0.07704218, 0.002537064, -0.2141674
IMT2, 39335000, 0.02, 0.02, 0.0003836223, 0.0009596619, 3.670239E-05, 0.07709595, 0.002341629, -0.2143178
SONR, 39335000, 0, 0, 7.012762, 19.62, 100, 0, 0
ATT, 39355000, 0.88, -0.63, 15.37, 15.05, 0.00, 89.35, 0.00, 0.00
PIDR, 39355000, 3.06, 2.189365, 2.694608, 0.2227891, 0, 0
PIDP, 39355000, 0.7434205, 0.5319017, 0.07759853, -0.2237043, 0, 0
PIDY, 39355000, 0, 0, 0, 0, 0, 0
PIDS, 39355000, 0, 0, 0, 0, 0, 0
EKF1, 39355000, -0.63, 15.05, 89.35, 0.2632129, 19.95176, -5.307088, -1.434577, 64.36323, -7.228269, 0.01, 0.01, 0.01
EKF2, 39355000, 49, 1, 1, 0.00, 0.00, 161, -3, -362, 0, 0, 0
EKF3, 39355000, -0.02, -0.02, -0.06, -0.24, -0.01, 0.10, 0, 0, 0, -0.18
EKF4, 39355000, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00, 0.01, 0, 0, 0, 0, 9023
AHR2, 39355000, -0.91, 15.19, 90.16, 37.39, 53.9466289, -1.0661714
SIM, 39355000, -0.83, 15.11, 89.31, 37.54, 53.9466285, -1.0661239
POS, 39355000, 53.9466272, -1.0661286, 37.6, 7.228269
IMU, 39355000, 0.01795507, 0.04801335, 0.001114292, 3.835899, 0.1274181, -10.68936, 0, 0, 0, 1, 1
IMU2, 39355000, 0.01741474, 0.04692109, 0.00146683, 3.836202, 0.1201303, -10.69034, 0, 0, 0, 1, 1
IMT, 39355000, 0.02, 0.02, 0.0003591013, 0.000960267, 2.228585E-05, 0.07671799, 0.002548362, -0.2137871
IMT2, 39355000, 0.02, 0.02, 0.0003482949, 0.0009384218, 2.93366E-05, 0.07672404, 0.002402605, -0.2138069
SONR, 39355000, 0, 0, 7.012762, 19.62, 100, 0, 0
ATT, 39375000, 0.88, -0.61, 15.37, 15.10, 0.00, 89.35, 0.00, 0.00
PIDR, 39375000, 3.02, 2.160746, 2.698008, 0.2266856, 0, 0
PIDP, 39375000, 0.643223, 0.4602125, 0.07414392, -0.2303071, 0, 0
PIDY, 39375000, 0, 0, 0, 0, 0, 0
PIDS, 39375000, 0, 0, 0, 0, 0, 0
EKF1, 39375000, -0.61, 15.10, 89.35, 0.2648828, 19.97034, -5.336941, -1.425588, 64.7628, -7.334629, 0.01, 0.01, 0.01
EKF2, 39375000, 49, 1, 1, 0.00, 0.00, 161, -3, -362, 0, 0, 0
EKF3, 39375000, -0.02, -0.02, -0.06, -0.24, -0.01, 0.00, 0, -1, 0, -0.18
EKF4, 39375000, 0.01, 0.01, 0.00, 0.00, 0.00, 0.00, 0.01, 0, 0, 0, 0, 9023
AHR2, 39375000, -0.90, 15.24, 90.16, 37.39, 53.9466289, -1.0661714
SIM, 39375000, -0.81, 15.16, 89.31, 37.64, 53.9466285, -1.0661178
POS, 39375000, 53.9466272, -1.0661225, 37.71, 7.334629
IMU, 39375000, 0.01728587, 0.04709566, 0.002442142, 3.832028, 0.1302816, -10.65911, 0, 0, 0, 1, 1
IMU2, 39375000, 0.01768168, 0.04619457, 0.001401186, 3.829633, 0.1314904, -10.66087, 0, 0, 0, 1, 1
IMT, 39375000, 0.02, 0.02, 0.0003457174, 0.0009419133, 4.884283E-05, 0.07664056, 0.002605632, -0.2131822
IMT2, 39375000, 0.02, 0.02, 0.0003536336, 0.0009238914, 2.802372E-05, 0.07659266, 0.002629808, -0.2132173
SONR, 39375000, 0, 0, 7.012762, 19.62, 100, 0, 0
ATT, 39395000, 0.88, -0.59, 15.37, 15.16, 0.00, 89.35, 0.00, 0.00
PIDR, 39395000, 2.98, 2.132127, 2.70136, 0.2235, 0, 0
PIDP, 39395000, 0.5430335, 0.388529, 0.07060018, -0.2362487, 0, 0
PIDY, 39395000, 0, 0, 0, 0, 0, 0
PIDS, 39395000, 0, 0, 0, 0, 0, 0
EKF1, 39395000, -0.59, 15.16, 89.35, 0.2667224, 19.98888, -5.36587, -1.416565, 65.16282, -7.440988, 0.01, 0.01, 0.01
EKF2, 39395000, 49, 1, 1, 0.00, 0.00, 161, -3, -362, 0, 0, 0
EKF3, 39395000, -0.02, -0.02, -0.06, -0.24, -0.01, -0.10, 0, -1, 0, -0.18
EKF4, 39395000, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00, 0.01, 0, 0, 0, 0, 9023
AHR2, 39395000, -0.88, 15.29, 90.16, 37.39, 53.9466289, -1.0661714
SIM, 39395000, -0.79, 15.22, 89.31, 37.75, 53.9466285, -1.0661118
POS, 39395000, 53.9466273, -1.0661164, 37.82, 7.440988
IMU, 39395000, 0.0173857, 0.04526497, 0.001528862, 3.826392, 0.1194954, -10.62756, 0, 0, 0, 1, 1
IMU2, 39395000, 0.01680307, 0.04589796, 0.00175101, 3.831295, 0.119128, -10.64075, 0, 0, 0, 1, 1
IMT, 39395000, 0.02, 0.02, 0.000347714, 0.0009052994, 3.057724E-05, 0.07652783, 0.002389908, -0.2125513
IMT2, 39395000, 0.02, 0.02, 0.0003360613, 0.0009179593, 3.502021E-05, 0.07662591, 0.002382561, -0.2128151
MAG, 39395000, 93, -157, -352, 4, 13, -14, 0, 0, 0, 1
MAG2, 39395000, 93, -157, -352, 4, 13, -14, 0, 0, 0, 1
ARSP, 39395000, 20.3709, 208.1528, 0.00, 208.1528, 2013.475
BARO, 39395000, 7.578704, 100873.3, 29.74, 5.224424
TECS, 39395000, 7.440988, 5.36587, 7.465, 0.2499962, 22.42695, 20.68802, 1.289844, 0.5, 349.8377, 1, 0.2709619, 0
SONR, 39395000, 0, 0, 7.578704, 19.62, 100, 0, 0
CTUN, 39395000, 0.88, -0.59, 15.37, 15.16, 100, 251, 0.1194954
NTUN, 39395000, 89.35, 65.11398, 90.12, 90.12, 12.56, 20.14, 7.578704, 1961
RCIN, 39395000, 1500, 1500, 1000, 1500, 1800, 1000, 1000, 1800, 0, 0, 0, 0, 0, 0
RCOU, 39395000, 1555, 1499, 2000, 1473, 1500, 1500, 1500, 1500, 1000, 1000, 1000, 1000
VIBE, 39395000, 0.006679088, 0.005188115, 0.01823482, 0, 0, 0
ATT, 39415000, 0.88, -0.57, 15.37, 15.21, 0.00, 89.34, 0.00, 0.00
PIDR, 39415000, 2.94, 2.103508, 2.704683, 0.2215225, 0, 0
PIDP, 39415000, 0.4228552, 0.302544, 0.06695706, -0.242875, 0, 0
PIDY, 39415000, 0, 0, 0, 0, 0, 0
PIDS, 39415000, 0, 0, 0, 0, 0, 0
EKF1, 39415000, -0.57, 15.21, 89.34, 0.2684315, 20.008, -5.396099, -1.407447, 65.56416, -7.550503, 0.01, 0.01, 0.01
EKF2, 39415000, 49, 1, 1, 0.00, 0.00, 161, -3, -362, 0, 0, 0
EKF3, 39415000, -0.02, -0.02, -0.06, -0.24, -0.01, 0.35, -1, 0, 0, -0.13
EKF4, 39415000, 0.01, 0.01, 0.03, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 39415000, -0.86, 15.34, 90.16, 37.95, 53.9466289, -1.0661714
SIM, 39415000, -0.77, 15.27, 89.31, 37.86, 53.9466285, -1.0661057
POS, 39415000, 53.9466274, -1.0661103, 37.93, 7.550503
IMU, 39415000, 0.01588449, 0.04515667, 0.002254684, 3.810855, 0.1182501, -10.60222, 0, 0, 0, 1, 1
IMU2, 39415000, 0.01586066, 0.04512375, 0.002195395, 3.8173, 0.123105, -10.61011, 0, 0, 0, 1, 1
IMT, 39415000, 0.02, 0.02, 0.0003176897, 0.0009031334, 4.509367E-05, 0.07621709, 0.002365001, -0.2120444
IMT2, 39415000, 0.02, 0.02, 0.0003172132, 0.000902475, 4.39079E-05, 0.076346, 0.0024621, -0.2122022
UBX3, 39415000, 0, 1.5, 2, 0.4
GPS, 39415000, 3, 338051011, 1895, 10, 1.21, 53.9466285, -1.066171, 7.44, 36.73, 19.84, 89.15, -5.03, 1
SONR, 39415000, 0, 0, 7.578704, 19.84, 100, 0, 0
ATT, 39435000, 0.89, -0.55, 15.52, 15.26, 0.00, 89.34, 0.00, 0.00
PIDR, 39435000, 2.92, 2.079269, 2.708058, 0.2249634, 0, 0
PIDP, 39435000, 0.6226782, 0.4433957, 0.06372271, -0.2156225, 0, 0
PIDY, 39435000, 0, 0, 0, 0, 0, 0
PIDS, 39435000, 0, 0, 0, 0, 0, 0
EKF1, 39435000, -0.55, 15.26, 89.34, 0.2698512, 20.02567, -5.425459, -1.398625, 65.96465, -7.660002, 0.01, 0.01, 0.01
EKF2, 39435000, 49, 1, 1, 0.00, 0.00, 161, -3, -362, 0, 0, 0
EKF3, 39435000, -0.04, -0.01, -0.04, -0.21, 0.00, 0.24, 0, 0, 0, -0.13
EKF4, 39435000, 0.01, 0.01, 0.02, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 39435000, -0.84, 15.39, 90.16, 37.95, 53.946629, -1.0661105
SIM, 39435000, -0.75, 15.32, 89.31, 37.96, 53.9466285, -1.0660995
POS, 39435000, 53.9466275, -1.0661042, 38.04, 7.660002
IMU, 39435000, 0.01656133, 0.04426086, 0.001872912, 3.803991, 0.1204356, -10.58885, 0, 0, 0, 1, 1
IMU2, 39435000, 0.01607946, 0.04435482, 0.002001911, 3.806362, 0.1351322, -10.5863, 0, 0, 0, 1, 1
IMT, 39435000, 0.02, 0.02, 0.0003312265, 0.0008852172, 3.745823E-05, 0.07607982, 0.002408711, -0.2117769
IMT2, 39435000, 0.02, 0.02, 0.0003215891, 0.0008870965, 4.003822E-05, 0.07612725, 0.002702644, -0.211726
SONR, 39435000, 0, 0, 7.578704, 19.84, 100, 0, 0
ATT, 39455000, 0.89, -0.54, 15.52, 15.31, 0.00, 89.34, 0.00, 0.00
PIDR, 39455000, 2.88, 2.050786, 2.711323, 0.2177183, 0, 0
PIDP, 39455000, 0.522518, 0.3720738, 0.06040113, -0.2214391, 0, 0
PIDY, 39455000, 0, 0, 0, 0, 0, 0
PIDS, 39455000, 0, 0, 0, 0, 0, 0
EKF1, 39455000, -0.54, 15.31, 89.34, 0.271143, 20.04332, -5.454131, -1.389807, 66.36554, -7.769495, 0.01, 0.01, 0.01
EKF2, 39455000, 49, 1, 1, 0.00, 0.00, 161, -3, -362, 0, 0, 0
EKF3, 39455000, -0.04, -0.01, -0.04, -0.21, 0.00, 0.13, 0, 0, 0, -0.13
EKF4, 39455000, 0.01, 0.01, 0.01, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 39455000, -0.83, 15.44, 90.16, 37.95, 53.946629, -1.0661105
SIM, 39455000, -0.73, 15.37, 89.31, 38.07, 53.9466285, -1.0660934
POS, 39455000, 53.9466276, -1.0660981, 38.14, 7.769495
IMU, 39455000, 0.01552142, 0.04434791, 0.002036693, 3.80128, 0.1206378, -10.57419, 0, 0, 0, 1, 1
IMU2, 39455000, 0.01523534, 0.04377256, 0.002666507, 3.811807, 0.1375619, -10.57051, 0, 0, 0, 1, 1
IMT, 39455000, 0.02, 0.02, 0.0003104285, 0.0008869582, 4.073385E-05, 0.07602561, 0.002412756, -0.2114838
IMT2, 39455000, 0.02, 0.02, 0.0003047067, 0.0008754513, 5.333014E-05, 0.07623614, 0.002751237, -0.2114103
SONR, 39455000, 0, 0, 7.578704, 19.84, 100, 0, 0
ATT, 39475000, 0.89, -0.52, 15.52, 15.35, 0.00, 89.34, 0.00, 0.00
PIDR, 39475000, 2.86, 2.036544, 2.714646, 0.2214838, 0, 0
PIDP, 39475000, 0.42237, 0.3007606, 0.05693653, -0.230973, 0, 0
PIDY, 39475000, 0, 0, 0, 0, 0, 0
PIDS, 39475000, 0, 0, 0, 0, 0, 0
EKF1, 39475000, -0.52, 15.35, 89.34, 0.2722751, 20.06078, -5.481763, -1.380938, 66.76684, -7.878966, 0.01, 0.01, 0.01
EKF2, 39475000, 49, 1, 1, 0.00, 0.00, 161, -3, -362, 0, 0, 0
EKF3, 39475000, -0.04, -0.01, -0.04, -0.21, 0.00, 0.03, 0, 0, 0, -0.13
EKF4, 39475000, 0.01, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 39475000, -0.81, 15.49, 90.16, 37.95, 53.946629, -1.0661105
SIM, 39475000, -0.72, 15.42, 89.32, 38.18, 53.9466285, -1.0660871
POS, 39475000, 53.9466276, -1.0660919, 38.25, 7.878966
IMU, 39475000, 0.01570664, 0.04265467, 0.002972166, 3.791552, 0.1349474, -10.54432, 0, 0, 0, 1, 1
IMU2, 39475000, 0.01524643, 0.04282676, 0.003279943, 3.800165, 0.1380409, -10.54065, 0, 0, 0, 1, 1
IMT, 39475000, 0.02, 0.02, 0.0003141327, 0.0008530934, 5.944331E-05, 0.07583103, 0.002698947, -0.2108864
IMT2, 39475000, 0.02, 0.02, 0.0003049286, 0.0008565353, 6.559887E-05, 0.07600329, 0.002760817, -0.210813
SONR, 39475000, 0, 0, 7.578704, 19.84, 100, 0, 0
ATT, 39495000, 0.89, -0.51, 15.52, 15.40, 0.00, 89.34, 0.00, 0.00
PIDR, 39495000, 2.82, 2.008061, 2.717892, 0.2164272, 0, 0
PIDP, 39495000, 0.3422252, 0.2436912, 0.05346437, -0.2314777, 0, 0
PIDY, 39495000, 0, 0, 0, 0, 0, 0
PIDS, 39495000, 0, 0, 0, 0, 0, 0
EKF1, 39495000, -0.51, 15.40, 89.34, 0.2734661, 20.07822, -5.508642, -1.372047, 67.16854, -7.988377, 0.01, 0.01, 0.01
EKF2, 39495000, 49, 1, 1, 0.00, 0.00, 161, -3, -362, 0, 0, 0
EKF3, 39495000, -0.04, -0.01, -0.04, -0.21, 0.00, -0.08, 0, -1, 0, -0.13
EKF4, 39495000, 0.01, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 39495000, -0.79, 15.54, 90.17, 37.95, 53.946629, -1.0661105
SIM, 39495000, -0.70, 15.46, 89.32, 38.29, 53.9466285, -1.066081
POS, 39495000, 53.9466277, -1.0660858, 38.36, 7.988377
IMU, 39495000, 0.01478443, 0.0416261, 0.003057643, 3.797656, 0.1341297, -10.52796, 0, 0, 0, 1, 1
IMU2, 39495000, 0.01465218, 0.04201546, 0.003164019, 3.794343, 0.127825, -10.52252, 0, 0, 0, 1, 1
IMT, 39495000, 0.02, 0.02, 0.0002956887, 0.0008325219, 6.115286E-05, 0.07595311, 0.002682593, -0.2105593
IMT2, 39495000, 0.02, 0.02, 0.0002930435, 0.0008403092, 6.328039E-05, 0.07588685, 0.0025565, -0.2104504
MAG, 39495000, 95, -158, -351, 4, 13, -14, 0, 0, 0, 1
MAG2, 39495000, 95, -158, -351, 4, 13, -14, 0, 0, 0, 1
ARSP, 39495000, 20.56584, 212.1558, 0.00, 212.1558, 2013.475
BARO, 39495000, 8.270411, 100865.3, 29.73, 5.200322
TECS, 39495000, 7.988377, 5.508642, 8.005, 0.250001, 22.42695, 20.80105, 1.211697, 0.5, 349.1348, 1, 0.2733981, 0
SONR, 39495000, 0, 0, 8.270411, 19.84, 100, 0, 0
CTUN, 39495000, 0.89, -0.51, 15.52, 15.40, 100, 246, 0.1341297
NTUN, 39495000, 89.34, 67.11722, 90.12, 90.12, 12.02, 20.27, 8.270411, 1984
RCIN, 39495000, 1500, 1500, 1000, 1500, 1800, 1000, 1000, 1800, 0, 0, 0, 0, 0, 0
RCOU, 39495000, 1554, 1500, 2000, 1473, 1500, 1500, 1500, 1500, 1000, 1000, 1000, 1000
VIBE, 39495000, 0.006878148, 0.005419488, 0.01490619, 0, 0, 0
ATT, 39515000, 0.89, -0.49, 15.52, 15.45, 0.00, 89.34, 0.00, 0.00
PIDR, 39515000, 2.8, 1.99382, 2.721178, 0.2190281, 0, 0
PIDP, 39515000, 0.2420924, 0.1723888, 0.04991337, -0.2367329, 0, 0
PIDY, 39515000, 0, 0, 0, 0, 0, 0
PIDS, 39515000, 0, 0, 0, 0, 0, 0
EKF1, 39515000, -0.49, 15.45, 89.34, 0.2744232, 20.09619, -5.53744, -1.363082, 67.5713, -8.101575, 0.01, 0.01, 0.01
EKF2, 39515000, 49, 1, 1, 0.00, 0.00, 161, -3, -362, 0, 0, 0
EKF3, 39515000, -0.04, -0.01, -0.04, -0.21, 0.00, 0.50, -1, 0, 0, -0.12
EKF4, 39515000, 0.01, 0.01, 0.04, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 39515000, -0.78, 15.59, 90.17, 38.65, 53.946629, -1.0661105
SIM, 39515000, -0.68, 15.51, 89.32, 38.4, 53.9466285, -1.0660749
POS, 39515000, 53.9466278, -1.0660797, 38.48, 8.101575
IMU, 39515000, 0.01434945, 0.0420835, 0.003498412, 3.794725, 0.1323657, -10.50008, 0, 0, 0, 1, 1
IMU2, 39515000, 0.01464934, 0.04133317, 0.002611859, 3.785611, 0.1421281, -10.50511, 0, 0, 0, 1, 1
IMT, 39515000, 0.02, 0.02, 0.000286989, 0.00084167, 6.996825E-05, 0.0758945, 0.002647314, -0.2100016
IMT2, 39515000, 0.02, 0.02, 0.0002929867, 0.0008266633, 5.223717E-05, 0.07571222, 0.002842561, -0.2101022
SONR, 39515000, 0, 0, 8.270411, 19.84, 100, 0, 0
ATT, 39535000, 0.91, -0.47, 15.66, 15.50, 0.00, 89.35, 0.00, 0.01
PIDR, 39535000, 2.8, 1.981476, 2.724443, 0.2176954, 0, 0
PIDP, 39535000, 0.4219512, 0.2986022, 0.04671204, -0.2134219, 0, 0
PIDY, 39535000, 0, 0, 0, 0, 0, 0
PIDS, 39535000, 0, 0, 0, 0, 0, 0
EKF1, 39535000, -0.47, 15.50, 89.35, 0.2753759, 20.11298, -5.565523, -1.35414, 67.97346, -8.214703, 0.01, 0.01, 0.01
EKF2, 39535000, 49, 1, 1, 0.00, 0.00, 161, -3, -362, 0, 0, 0
EKF3, 39535000, -0.04, -0.01, -0.04, -0.21, 0.00, 0.39, 0, 0, 0, -0.12
EKF4, 39535000, 0.01, 0.01, 0.03, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, 9023
AHR2, 39535000, -0.76, 15.63, 90.17, 38.65, 53.946629, -1.0661105
SIM, 39535000, -0.67, 15.56, 89.32, 38.51, 53.9466285, -1.0660688
POS, 39535000, 53.9466279, -1.0660735, 38.59, 8.214703
IMU, 39535000, 0.01435511, 0.04072923, 0.003859781, 3.786347, 0.13305, -10.49073, 0, 0, 0, 1, 1
IMU2, 39535000, 0.01468014, 0.04155109, 0.003132974, 3.785634, 0.1352105, -10.49317, 0, 0, 0, 1, 1
